adl_id,date,city,state,description
10849,11/1/19,Forest Hills,NY,Swastika vandalism discovered inside the elevator of an apartment building.
10850,11/1/19,Englewood,CO,Swastika vandalism discovered in a bathroom at a high school.
10851,11/1/19,Glastonbury,CT,A wall in a school auditorium was vandalized with swastika carvings.
10852,11/1/19,Lincoln,NE,A resident discovered that a swastika had been carved into the wall of their apartment complex.
10853,11/1/19,Yorba Linda,CA,Classmate of Jewish high school student drew a swastika in her school folder.
10854,11/1/19,Norton,MA,A Jewish student at Wheaton College discovered a swastika had been drawn on the white board on their doormroom door.
10855,11/1/19,New York,NY,"Jewish man wearing a yarmulke was told ""fucking Jews"" by another person on the street."
10856,11/1/19,Berlin,NJ,Swastika carved into the cement in front of a car wash.
10857,11/1/19,Brooklyn,NY,"""NO JEWS"" and a swastika were written in a subway station restroom."
10858,11/1/19,Pine Valley,CA,A swastika was formed using food at a school.
10859,11/1/19,Lafayette,LA,"Jewish middle school student was told she should ""go back to the ovens"" when she said she was cold."
10860,11/1/19,Cherry Hill,NJ,"The owner of a kosher supermarket received a threatening anti-Semitic postcard that read, ""You are going down jew [sic] boy. Too bad others will be hurt along with you."""
10861,11/1/19,Brooklyn,NY,Two Jewish women were harassed with anti-Semitic slurs by passersby in a car outside the Boro Park JCC.
10862,11/1/19,Bellevue,WA,Swastika vandalism discovered in a men's bathroom at Bellevue College.
10863,11/1/19,Athens,GA,Students at the University of Georgia discovered that a swastika had been drawn on the laminated name tag on their dorm room doors.
10864,11/1/19,Brooklyn,NY,A synagogue in Boro Park was egged by a teenager.
10865,11/1/19,Brooklyn,NY,A Jewish woman in Boro Park was struck with eggs in an apparent anti-Semitic attack.
10866,11/1/19,Durango,CO,Anti-Semitic language used during neighbor dispute.
10867,11/1/19,Washington,DC,A synagogue received anti-Semitic and conspiratorial email.
10868,11/1/19,Brooklyn,NY,An Orthodox Jewish woman and her child were assaulted with eggs by a group of teenagers.
10869,11/1/19,Brooklyn,NY,Two Orthodox Jewish teens were harassed and had their yarmulke and hats knocked off their heads by a group of boys.
10870,11/1/19,Waukesha,WI,Jewish middle school student discovered someone had placed a swastika made out of duct tape on her classroom desk.
10871,11/1/19,South Riding,VA,Confidential
10872,11/1/19,Santa Maria,CA,"Fliers that read ""Zionists are shooting, gassing, and killing Palestinians"" were posted around campus at Hancock College."
10873,11/1/19,New York,NY,"A Jewish organization received a letter in the mail referencing gun control, which used swastikas in place of the letter ""O."""
10874,11/1/19,West Springfield,MA,"Jewish man called a ""filthy fucking Jew"" and told, ""Free Palestine"" by someone in the parking lot of a grocery store after hearing the victim speaking Hebrew on the phone."
10875,11/1/19,Syracuse,NY,A student at Syracuse University discovered a swastika had been traced in the snow outside an off-campus apartment building where students live.
10876,11/1/19,Jeffersonville,VT,"Individual received an anti-Semitic email after penning an opinion piece in the local paper about Kristallnacht. The email said that Israel has replaced the swastika with the Star of David, and that Jews are ""human filth."""
10877,11/1/19,Bethesda,MD,A student at Bethesda-Chevy Chase High School discovered swastika graffiti in a bathroom at the school.
10878,11/1/19,Santa Ana,CA,Jewish couple experiencing ongoing anti-Semitic harassment by another couple.
10879,11/1/19,Brooklyn,NY,Individual's apartment door vandalized with swastika graffiti.
10880,11/1/19,Augusta,GA,"The Unitarian Universalist Church was vandalized with graffiti that included a crossed out Star of David and the message ""God will not be mocked."""
10881,11/1/19,Bloomington,IN,A Jewish African-American woman discovered a swastika had been drawn on the wall next to her assigned parking spot in the parking garage for CitySide by Alexa Apartments.
10882,11/1/19,Syracuse,NY,The Department of Public Safety at Syracuse University reported anti-Semitic graffiti depicting a swastika was found in a campus dormitory.
10883,11/1/19,New York,NY,The Star of David on the interfaith ministry board at Fordham University was ripped down.
10884,11/1/19,Detroit,MI,Jewish woman received anti-Semitic and hateful direct messages on Facebook in response to her pro-Israel posts.
10885,11/1/19,Elmsford,NY,"Players on a youth hockey team were called ""Disgusting Jew"" and told to ""go back to synagogue"" by players on an opposing team."
10886,11/1/19,Seattle,WA,The exterior of a business was vandalized with threatening messages and a swastika targeting a Jewish employee of that business.
10887,11/1/19,Milledgeville,GA,A swastika was drawn on the dorm room door of a student at Georgia College.
10888,11/1/19,Portland,OR,"Shalom Y'all Restaurant received harassing anti-Semitic and homophobic phone calls. Their phone system was also hacked to say, ""Hi, you have reached the stupid Jewish restaurant."""
10889,11/1/19,Skokie,IL,A garage door was vandalized with swastika graffiti in a historically Jewish neighborhood.
10890,11/1/19,Waterford,VA,Swastika vandalism discovered on a road in Louduon County.
10891,11/1/19,Syracuse,NY,"A professor at Syracuse University received an anti-Semitic email with the subject line ""JEW"" in which she was told to ""get in the oven where you belong."""
10892,11/1/19,Ames,IA,Swastika etching discovered on a door in a residence hall at Iowa State University.
10893,11/1/19,San Diego,CA,"WiFi network visible to the public named, ""tote alle Juden,"" which translates to ""Kill all the Jews."""
10894,11/1/19,Topanga,CA,"A poster for a production of ""Matilda, the Musical"" was defaced with swastika graffiti and a threatening message."
10895,11/1/19,Brooklyn,NY,Swastika vandalism discovered on the Coney Island boardwalk near the Jewish Community Center of Greater Coney Island.
10896,11/1/19,Huntington,NY,"Two individuals were caught on camera shooting BB guns at the Huntington Jewish Center, damaging the synagogue's property."
10897,11/1/19,Philadelphia,PA,"During Shabbat services, an anti-Semitic, Islamophobic, misogynistic, and anti-LGBT agitator shouted anti-Semitic, anti-LGBT, and other hateful slurs at a synagogue."
10898,11/1/19,Addison,TX,Swastika vandalism discovered on a walking trail at Brookhaven Community College.
10899,11/1/19,Washington,DC,Confidential
10900,11/1/19,Palm Springs,CA,Swastika drawn on the street curb outside a Jewish organization's building.
10901,11/1/19,Kensington,MD,School desk vandalized with swastika drawing at Silver Creek Middle School.
10902,11/1/19,Athens,GA,Anti-Semitic message written on a chalkboard at a zoo.
10903,11/1/19,Northridge,CA,A swastika was spray-painted on a wall around a house.
10904,11/1/19,Quincy,MA,Swastikas were spray-painted on the exterior of Beechwood Knoll Elementary School.
10905,11/1/19,Brooklyn,NY,CitiBikes vandalized with swastika graffiti.
10906,11/1/19,Brooklyn,NY,A Jewish man was verbally harassed with anti-Semitic remarks while standing on a subway platform.
10907,11/1/19,Furlong,PA,Jewish individual received anti-Semitic iMessages that included images of swastikas.
10908,11/1/19,Fairfax,VA,Confidential
10909,11/1/19,Washington,DC,"Sixth and I synagogue was vandalized with graffiti that included the word ""JEW"" carved into a door and swastika drawings."
10910,11/1/19,Bridgeport,CT,"Restaurant bathroom vandalized with the message ""KILL ALL JEWS."""
10911,11/1/19,Kalispell,MT,The Spirit Community Monument in was vandalized with swastika graffiti.
10912,11/1/19,Tonopah,NV,Two swastikas were spray-painted on the wall inside the Tonopah Army Air Field.
10917,11/1/19,New Rochelle,NY,"Swastika vandalism was found at New Rochelle High School in multiple locations including a bathroom, library, and near the athletic director's office."
12043,11/1/19,North Hollywood,CA,A synagogue received a threatening phone call from a caller who stated he wants to kill Jews.
12044,11/1/19,Reno,NV,Swastika vandalism was found in a bathroom in the Ansari building at the University of Nevada Reno.
12045,11/1/19,Hyattsville,MD,Swastikas and phallic imagery were spray-painted on skate ramps at a skate park.
12046,11/1/19,Midland Park,NJ,Swastika vandalism discovered at a high school.
12047,11/1/19,Philadelphia,PA,A swastika and the n-word were found in a portable bathroom at the Philadelphia Flyers hockey stadium.
12048,11/1/19,Clinton,NJ,The letter F and a Jewish star was spray-painted on someone's front yard.
12049,11/1/19,Bradenton,FL,The entrance to a gated community in East Manatee was defaced with graffiti that included swastikas and racial slurs.
12050,11/1/19,Milwaukee,WI,Middle school student made anti-Semitic comments to classmates.
12051,11/1/19,Howell Township,NJ,"A swastika and the word ""queer"" were spray-painted on the back of a pet store."
12052,11/1/19,Bloomington,IN,"The Center for the Study of the Middle East at Indiana University included a cartoon in their newsletter that depicted Israel, and Jews, controlling the Republican and Democratic wrangling a person associated with the BDS movement."
12053,11/1/19,New York,NY,A Star of David was traced into what appears to be feces on an exterior wall of Pace University.
12054,11/1/19,Edison,NJ,Swastika vandalism discovered on school playground.
12055,11/1/19,East Garden City,NY,Swastika vandalism discovered at Nassau Community College.
12056,11/1/19,New Rochelle,NY,Swastika vandalism discovered on the wall in a locker room at New Rochelle High School.
12057,11/1/19,Plumsted Township,NJ,A swastika was carved into a bathroom stall at a middle school.
12058,11/1/19,Minnetonka,MN,"A student at a junior high school made an anti-Semitic joke to his class telling them, ""When you ask a Jewish girl for her phone number she rolls up her sleeve."""
12059,11/1/19,Phoenix,AZ,An Instagram account was created in order to harass a Jewish boy.
12060,11/1/19,Van Nuys,CA,"Individual told former employer that, ""All Jews should burn in hell."""
12061,11/1/19,Lakewood,NJ,A swastika was drawn in chalk on a sidewalk.
12062,11/1/19,Montvale,NJ,"Jewish men were refused service at a bar and told to take their ""costumes"" off. At least one of the Jewish men was dressed in traditional Jewish clothing."
12063,11/1/19,Los Angeles,CA,"During a dispute, one person made anti-Semitic comments referencing the Holocaust to the other person."
12064,11/1/19,Ontario,CA,A YouTube provocateur directed harassing comments at Jews entering a synagogue on Shabbat.
12065,11/1/19,Ocean Township,NJ,Jewish individual discovered a cup with a swastika drawn on it left on the front yard of a house.
12066,11/1/19,Brooklyn,NY,A swastika was spray-painted on the base of a street light.
12067,11/1/19,Los Angeles,CA,Swastika vandalism discovered in a restroom at a bar.
12068,11/1/19,Athens,GA,"The Center for Bio-Ethical Reform, an anti-abortion group, set up a large display on the University of Georgia campus that included insensitive graphic images that used swastikas and compared abortion to the Holocaust."
12069,11/1/19,Champaign,IL,"Swastika carving discovered on a wood table at the University of Illinois, Urbana-Champaign."
12070,11/1/19,Los Angeles,CA,Woman received anti-Semitic threats and messages.
12071,11/1/19,Saint Paul,MN,A student submitted homework to his Jewish teacher that included a meme of Pepe the Frog wearing a Nazi SS helmet.
12072,11/1/19,Fair Lawn,NJ,A school locker was vandalized with a swastika drawing.
